TotalInvoices,TotalQuantity,TotalPrice,Recency,CancellationPercentage,AvgItemsPerOrder
17,952,1685.92,9,9.243697478991598,56.0
2,126,323.4,634,10.526315789473683,63.0
2,30,45.34,619,0.0,15.0
3,159,403.70000000000005,20,0.0,53.0
1,302,393.72,559,0.0,302.0
25,3360,5872.3099999999995,22,6.41025641025641,134.4
5,820,3723.87,95,0.0,164.0
2,560,0.0,337,33.33333333333333,280.0
6,419,411.0,17,23.076923076923077,69.83333333333333
3,313,908.0,300,10.638297872340425,104.33333333333333
1,23,73.5,232,0.0,23.0
5,1245,1797.31,133,2.0,249.0
2,271,397.88,25,0.0,135.5
1,55,176.5,283,0.0,55.0
16,2018,3689.33,142,5.844155844155844,126.125
2,96,132.18,65,0.0,48.0
2,456,586.79,84,2.7777777777777777,228.0
2,840,1597.76,266,0.0,420.0
1,131,383.7,352,0.0,131.0
4,1952,2648.62,77,0.0,488.0
6,1338,2443.65,27,0.7117437722419928,223.0
5,1318,2056.89,0,0.0,263.6
3,380,685.19,63,4.878048780487805,126.66666666666667
6,1430,2582.51,78,1.935483870967742,238.33333333333334
1,309,599.68,142,0.0,309.0
2,194,192.72,38,0.0,97.0
30,2236,4201.05,1,5.681818181818182,74.53333333333333
18,7173,11091.36,8,0.8264462809917356,398.5
8,487,835.1800000000001,490,22.07792207792208,60.875
3,632,1316.66,0,0.0,210.66666666666666
5,526,735.51,81,0.0,105.2
8,750,1922.28,8,3.1578947368421053,93.75
2,190,311.78000000000003,522,8.695652173913043,95.0
12,2698,3689.86,59,2.4691358024691357,224.83333333333334
3,1104,1899.05,14,4.511278195488721,368.0
1,153,349.83000000000004,29,0.0,153.0
6,568,1149.99,618,20.0,94.66666666666667
1,651,1089.18,130,0.0,651.0
2,219,716.35,91,0.0,109.5
5,2652,4106.82,7,4.395604395604396,530.4
1,449,732.94,408,0.0,449.0
2,336,640.45,28,0.0,168.0
8,4534,9498.9,21,0.19801980198019803,566.75
36,11009,22107.29,19,0.5161290322580645,305.80555555555554
3,680,981.18,29,0.0,226.66666666666666
4,514,423.38,483,13.333333333333334,128.5
1,688,980.25,447,0.0,688.0
2,132,355.7,29,5.0,66.0
2,523,1000.39,74,0.0,261.5
3,617,1141.5,46,1.4285714285714286,205.66666666666666
3,309,383.58,197,0.0,103.0
1,49,95.19999999999999,165,0.0,49.0
6,1366,1575.68,575,0.0,227.66666666666666
1,569,964.83,78,0.0,569.0
1,100,168.0,357,0.0,100.0
2,88,437.82,38,0.0,44.0
17,2282,4548.82,7,2.459016393442623,134.23529411764707
1,240,468.5,448,0.0,240.0
1,1,129.23,681,0.0,1.0
2,355,599.56,49,0.0,177.5
2,0,1.0658141036401503e-14,1,50.0,0.0
3,281,536.21,310,4.545454545454546,93.66666666666667
4,1078,2101.39,4,5.405405405405405,269.5
1,177,238.85,302,0.0,177.0
9,2327,4966.92,7,0.0,258.55555555555554
1,113,249.24,408,0.0,113.0
1,133,456.90000000000003,260,0.0,133.0
2,75,131.17000000000002,281,10.0,37.5
2,264,346.7,72,5.0,132.0
17,5086,11451.44,22,3.304347826086956,299.1764705882353
1,48,70.0,644,0.0,48.0
35,1793,4064.9900000000002,1,1.5706806282722512,51.22857142857143
1,1,77.52,681,0.0,1.0
2,523,519.61,39,0.0,261.5
3,450,1004.72,8,3.225806451612903,150.0
5,479,717.41,226,0.0,95.8
1,61,218.45000000000002,315,0.0,61.0
2,315,622.82,456,0.0,157.5
11,1479,2083.87,35,3.4013605442176873,134.45454545454547
9,1185,1554.7,34,0.33444816053511706,131.66666666666666
7,2334,4572.45,20,4.972375690607735,333.42857142857144
3,278,410.72,72,6.451612903225806,92.66666666666667
2,569,1052.9,246,0.0,284.5
1,161,197.71,39,0.0,161.0
4,985,1980.4,238,0.0,246.25
31,8483,13489.04,2,1.1086474501108647,273.64516129032256
18,354,1893.95,3,23.809523809523807,19.666666666666668
4,1258,1982.81,233,10.309278350515463,314.5
5,685,2045.67,16,1.0526315789473684,137.0
1,51,144.0,7,0.0,51.0
5,434,938.98,38,4.166666666666666,86.8
11,1369,3094.17,28,15.09433962264151,124.45454545454545
3,653,1338.95,316,0.0,217.66666666666666
8,1872,1152.62,91,3.571428571428571,234.0
3,206,418.1,108,0.0,68.66666666666667
17,2743,5044.51,37,1.4851485148514851,161.35294117647058
1,271,299.02,504,0.0,271.0
2,474,618.27,50,0.0,237.0
5,2187,3683.13,18,3.7383177570093453,437.4
15,2840,4414.67,9,2.3696682464454977,189.33333333333334
13,2189,2296.72,28,0.0,168.3846153846154
26,1374,4879.29,28,5.797101449275362,52.84615384615385
7,289,673.76,189,2.857142857142857,41.285714285714285
1,162,153.12,58,0.0,162.0
1,63,739.1999999999999,21,0.0,63.0
2,201,254.18,78,0.0,100.5
5,925,1225.45,364,3.79746835443038,185.0
1,1,21.0,681,0.0,1.0
2,0,7.105427357601002e-15,57,50.0,0.0
1,323,415.79,404,0.0,323.0
10,1552,3417.86,77,0.5681818181818182,155.2
7,1028,2057.99,22,4.504504504504505,146.85714285714286
2,251,643.59,57,9.523809523809524,125.5
13,4037,6573.82,30,5.780346820809249,310.53846153846155
1,76,315.6,277,0.0,76.0
11,3295,5564.88,1,2.877697841726619,299.54545454545456
7,481,1045.35,84,8.47457627118644,68.71428571428571
1,210,352.98,28,0.0,210.0
1,96,177.31,21,0.0,96.0
14,3494,3354.95,15,4.761904761904762,249.57142857142858
3,1181,1339.41,14,0.0,393.6666666666667
44,13648,24114.7,1,2.072538860103627,310.1818181818182
1,69,180.1,231,0.0,69.0
9,1965,3639.84,275,1.1428571428571428,218.33333333333334
2,355,641.13,105,0.0,177.5
5,3274,5095.38,211,2.6595744680851063,654.8
13,3350,6388.35,22,4.234527687296417,257.6923076923077
7,2752,4478.53,10,0.0,393.14285714285717
4,445,769.61,3,4.651162790697675,111.25
2,722,1558.22,385,0.0,361.0
2,548,1270.88,9,0.0,274.0
7,1593,3452.27,56,1.6129032258064515,227.57142857142858
4,668,738.88,520,7.894736842105263,167.0
10,3207,5595.21,58,2.2364217252396164,320.7
2,337,490.0,535,0.0,168.5
4,1949,2930.41,89,0.0,487.25
1,1,141.0,738,0.0,1.0
14,4245,8215.16,66,0.6472491909385114,303.2142857142857
2,663,921.49,32,0.0,331.5
3,631,1312.3700000000001,238,0.0,210.33333333333334
3,311,1174.58,23,0.0,103.66666666666667
1,72,185.9,114,0.0,72.0
3,552,1013.26,24,0.0,184.0
14,4357,7835.3,127,7.2727272727272725,311.2142857142857
6,1001,1815.54,129,9.75609756097561,166.83333333333334
10,2089,3499.1,33,1.8404907975460123,208.9
2,897,1346.97,4,0.0,448.5
45,6559,16713.99,21,3.377110694183865,145.75555555555556
5,514,1097.0,154,1.5151515151515151,102.8
10,1942,2258.5,106,3.278688524590164,194.2
1,254,314.44,2,0.0,254.0
5,262,365.3,334,6.25,52.4
3,533,1011.58,321,5.555555555555555,177.66666666666666
3,1681,4160.83,148,0.0,560.3333333333334
5,264,601.98,10,0.0,52.8
1,80,261.35,423,0.0,80.0
12,2841,6320.78,16,2.371541501976284,236.75
5,654,1152.06,10,16.071428571428573,130.8
1,320,686.05,18,0.0,320.0
1,105,91.68,29,0.0,105.0
1,127,245.10000000000002,10,0.0,127.0
1,216,162.0,435,0.0,216.0
22,3403,6687.6900000000005,0,1.2626262626262625,154.6818181818182
3,169,204.0,624,9.090909090909092,56.333333333333336
12,1494,6052.04,7,2.1739130434782608,124.5
5,157,301.45,324,19.047619047619047,31.4
2,314,1020.98,358,6.0606060606060606,157.0
1,395,620.13,57,0.0,395.0
12,5010,11319.06,6,1.289134438305709,417.5
4,1114,1607.73,150,0.9803921568627451,278.5
8,1621,3750.3900000000003,9,1.7094017094017095,202.625
3,131,410.5,329,12.0,43.666666666666664
3,700,1230.02,4,0.0,233.33333333333334
7,1103,1922.26,11,7.777777777777778,157.57142857142858
4,334,933.55,553,1.7543859649122806,83.5
12,1865,2773.09,24,0.9259259259259258,155.41666666666666
3,174,389.3,554,8.695652173913043,58.0
9,530,1058.67,51,14.285714285714285,58.888888888888886
4,444,880.81,0,0.0,111.0
56,16915,29518.24,14,1.9958706125258088,302.05357142857144
53,10513,22862.12,3,0.3024193548387097,198.35849056603774
27,6933,11355.52,3,3.9447731755424065,256.77777777777777
7,1985,2283.63,7,0.0,283.57142857142856
6,1523,2863.08,27,0.0,253.83333333333334
1,107,89.14,371,0.0,107.0
2,628,1247.6100000000001,25,0.0,314.0
1,106,389.01,205,0.0,106.0
7,445,1170.4,27,0.0,63.57142857142857
1,36,110.95,636,0.0,36.0
11,524,1640.42,120,4.819277108433735,47.63636363636363
4,1353,1839.45,69,1.1904761904761905,338.25
7,454,1407.1200000000001,6,0.0,64.85714285714286
3,563,801.15,434,2.0,187.66666666666666
5,499,939.02,20,4.651162790697675,99.8
1,111,339.75,589,0.0,111.0
1,373,638.11,417,0.0,373.0
6,2963,4867.99,7,0.7407407407407408,493.8333333333333
6,1727,2446.41,79,0.0,287.8333333333333
1,53,219.0,19,0.0,53.0
7,539,892.1800000000001,63,11.904761904761903,77.0
10,1003,2220.84,6,2.2222222222222223,100.3
22,7108,11554.0,14,4.313099041533546,323.09090909090907
1,-1,-91.89,681,100.0,-1.0
1,256,603.42,291,0.0,256.0
30,2377,4921.72,29,8.074534161490684,79.23333333333333
55,13565,29511.03,2,15.22491349480969,246.63636363636363
4,849,1130.57,96,2.5316455696202533,212.25
2,770,1339.05,611,0.0,385.0
28,2160,6521.78,22,6.227106227106227,77.14285714285714
1,508,848.55,0,0.0,508.0
1,192,343.36,105,0.0,192.0
2,708,1053.49,3,0.0,354.0
4,599,1258.91,150,1.3888888888888888,149.75
1,203,238.25,70,0.0,203.0
3,361,608.1,4,7.142857142857142,120.33333333333333
41,5941,7574.49,2,4.7713717693836974,144.90243902439025
10,2636,3933.83,31,4.780876494023905,263.6
6,560,904.33,84,7.017543859649122,93.33333333333333
5,434,725.07,3,0.0,86.8
7,1379,2317.52,4,0.0,197.0
4,1142,2266.76,370,0.0,285.5
11,4618,4014.6,27,0.0,419.8181818181818
12,2819,5646.53,10,0.975609756097561,234.91666666666666
5,543,1070.17,70,0.0,108.6
1,233,453.01,113,0.0,233.0
1,234,829.25,521,0.0,234.0
19,11570,25673.21,23,0.7575757575757576,608.9473684210526
1,111,236.26000000000002,179,0.0,111.0
6,885,2326.82,233,3.0864197530864197,147.5
3,265,639.65,352,0.0,88.33333333333333
2,368,779.5699999999999,314,0.0,184.0
1,173,234.0,332,0.0,173.0
2,2,3710.5,498,0.0,1.0
1,148,155.35,371,0.0,148.0
4,951,2726.73,77,0.0,237.75
1,342,427.6,63,0.0,342.0
2,214,406.07,528,0.0,107.0
2,1349,1185.02,599,1.4705882352941175,674.5
2,315,540.13,133,0.0,157.5
14,6987,13158.16,51,2.023121387283237,499.07142857142856
3,468,925.41,486,0.0,156.0
3,91,230.85,527,15.0,30.333333333333332
32,2615,8786.53,1,3.11284046692607,81.71875
364,35084,46933.33,0,1.1261261261261262,96.38461538461539
16,2271,6328.49,3,15.07537688442211,141.9375
1,137,275.88,128,0.0,137.0
1,189,268.27,444,0.0,189.0
22,1033,2611.9500000000003,249,45.689655172413794,46.95454545454545
1,144,112.08,86,0.0,144.0
19,2378,4205.25,15,1.6216216216216217,125.15789473684211
8,3202,5020.74,51,0.0,400.25
1,198,347.8,455,0.0,198.0
2,281,782.95,457,0.0,140.5
2,1227,1898.52,7,0.0,613.5
2,316,494.08,137,0.0,158.0
1,386,1693.88,316,0.0,386.0
6,1009,1404.58,471,0.0,168.16666666666666
11,5003,8877.14,3,0.9852216748768473,454.8181818181818
1,598,949.82,375,0.0,598.0
2,0,0.0,431,50.0,0.0
1,356,1143.6,238,0.0,356.0
7,1771,2975.95,210,24.324324324324326,253.0
2,100,262.5,464,6.25,50.0
1,556,892.47,59,0.0,556.0
2,0,1.7763568394002505e-15,563,50.0,0.0
1,53,98.7,535,0.0,53.0
8,1059,1651.32,16,1.2195121951219512,132.375
1,46,55.5,667,0.0,46.0
1,458,519.45,457,0.0,458.0
10,1734,1757.68,19,0.8695652173913043,173.4
21,3332,6158.6,20,6.2717770034843205,158.66666666666666
1,285,337.4,598,0.0,285.0
5,592,707.72,20,16.666666666666664,118.4
14,1985,4526.04,4,5.809128630705394,141.78571428571428
8,622,1603.87,1,2.3255813953488373,77.75
3,862,1763.15,8,0.0,287.3333333333333
5,447,1079.31,2,3.4482758620689653,89.4
1,324,728.5000000000001,609,0.0,324.0
5,509,859.1800000000001,9,2.2222222222222223,101.8
4,194,444.90000000000003,462,0.0,48.5
3,36,273.35,64,0.0,12.0
3,300,563.45,191,7.5,100.0
8,351,585.1500000000001,373,6.666666666666667,43.875
3,393,813.88,256,2.083333333333333,131.0
3,461,885.53,334,0.0,153.66666666666666
2,592,860.41,52,0.0,296.0
1,68,430.48,18,0.0,68.0
1,182,381.0,627,0.0,182.0
6,172,471.43,359,16.666666666666664,28.666666666666668
1,137,219.35,528,0.0,137.0
3,284,584.25,469,0.0,94.66666666666667
2,504,1031.8700000000001,477,1.9607843137254901,252.0
9,1954,2350.42,183,1.4285714285714286,217.11111111111111
2,270,325.37,465,0.0,135.0
4,593,1434.95,381,0.0,148.25
4,2087,2878.96,434,0.0,521.75
3,120,269.95,382,11.11111111111111,40.0
5,322,776.7,36,0.0,64.4
8,508,1705.34,167,8.98876404494382,63.5
2,389,534.99,534,0.0,194.5
5,435,1033.9,260,0.0,87.0
1,164,229.64000000000001,44,0.0,164.0
3,1141,1687.8,501,0.0,380.3333333333333
1,49,125.92,101,0.0,49.0
2,379,1063.46,147,0.0,189.5
2,128,572.2,95,0.0,64.0
3,219,690.98,280,0.0,73.0
2,923,1517.88,177,12.5,461.5
1,344,540.52,457,0.0,344.0
13,1926,2647.94,2,1.8518518518518516,148.15384615384616
2,162,220.8,213,0.0,81.0
3,548,918.98,70,2.127659574468085,182.66666666666666
18,930,6501.5,74,0.0,51.666666666666664
1,232,397.12,59,0.0,232.0
2,139,518.63,520,0.0,69.5
15,1909,2773.69,2,3.0864197530864197,127.26666666666667
3,197,430.15,5,0.0,65.66666666666667
6,494,1018.71,2,0.0,82.33333333333333
4,549,345.35,321,5.0,137.25
3,303,451.11,261,0.0,101.0
2,195,383.03000000000003,31,0.0,97.5
1,156,417.38,144,0.0,156.0
1,110,312.38,282,0.0,110.0
49,2335,5972.19,417,1.6,47.6530612244898
17,2227,6520.58,58,0.9638554216867471,131.0
2,194,662.66,172,0.0,97.0
12,1599,2953.46,33,1.1111111111111112,133.25
31,6483,9525.22,2,1.773049645390071,209.1290322580645
11,2244,4013.87,143,2.7624309392265194,204.0
42,4933,6808.0,4,3.0120481927710845,117.45238095238095
4,887,1917.99,69,0.0,221.75
34,2897,6340.56,65,3.9473684210526314,85.20588235294117
4,223,648.6,28,0.0,55.75
4,204,354.09000000000003,266,0.0,51.0
1,1,15.58,681,0.0,1.0
1,58,208.0,675,0.0,58.0
6,1855,3042.4700000000003,30,0.0,309.1666666666667
1,200,330.0,445,0.0,200.0
2,157,280.76,96,0.0,78.5
2,145,299.75,289,15.0,72.5
16,1639,3728.5,107,5.7324840764331215,102.4375
11,1609,2899.32,78,3.6900369003690034,146.27272727272728
4,240,612.84,372,0.0,60.0
8,1073,2153.53,7,0.9554140127388535,134.125
7,1419,3684.25,210,0.819672131147541,202.71428571428572
2,50,121.08,382,2.631578947368421,25.0
1,292,575.1,458,0.0,292.0
1,26,54.22,692,0.0,26.0
1,27,68.25,619,0.0,27.0
2,611,984.62,425,0.0,305.5
7,893,2775.55,51,2.0408163265306123,127.57142857142857
2,447,299.57,137,0.0,223.5
5,1925,3303.31,25,0.5102040816326531,385.0
3,553,1227.35,282,0.0,184.33333333333334
16,7852,7778.66,25,1.2229539040451554,490.75
8,1170,2043.76,185,0.0,146.25
1,144,337.66999999999996,681,0.0,144.0
4,904,1662.05,365,2.1052631578947367,226.0
3,484,744.02,83,0.0,161.33333333333334
13,1639,3276.81,326,0.5050505050505051,126.07692307692308
3,786,2027.3,281,0.0,262.0
3,611,933.42,384,2.0408163265306123,203.66666666666666
5,3039,4068.59,57,0.5847953216374269,607.8
20,2237,2942.14,3,0.0,111.85
3,536,841.64,17,4.081632653061225,178.66666666666666
4,363,552.57,44,16.666666666666664,90.75
2,279,640.13,381,0.0,139.5
1,21,298.0,275,0.0,21.0
2,246,1463.04,8,0.0,123.0
4,196,703.47,24,0.0,49.0
1,43,309.05,87,0.0,43.0
4,654,1158.27,62,1.3888888888888888,163.5
3,761,1351.09,67,4.651162790697675,253.66666666666666
1,100,222.4,383,0.0,100.0
4,68,313.77,213,28.57142857142857,17.0
6,120,365.66,380,7.4074074074074066,20.0
2,457,706.02,23,0.0,228.5
12,2275,819.5,185,8.333333333333332,189.58333333333334
1,140,263.38,396,0.0,140.0
1,90,176.55,30,0.0,90.0
1,33,157.35,574,0.0,33.0
3,204,347.3,41,8.333333333333332,68.0
1,-5,-29.75,730,100.0,-5.0
4,249,514.25,204,0.0,62.25
2,235,296.21,463,0.0,117.5
1,108,366.4,413,0.0,108.0
1,139,340.33000000000004,421,0.0,139.0
36,20915,16293.1,8,7.199999999999999,580.9722222222222
1,66,138.68,264,0.0,66.0
1,493,833.5300000000001,428,0.0,493.0
2,294,496.06,17,0.0,147.0
3,528,1011.82,576,1.8181818181818181,176.0
5,1749,2919.81,11,0.0,349.8
3,164,440.36,395,13.793103448275861,54.666666666666664
7,1800,1272.0,58,28.57142857142857,257.14285714285717
13,1932,3034.77,39,5.952380952380952,148.6153846153846
14,3602,5747.02,22,0.7246376811594203,257.2857142857143
5,670,1662.3,2,0.0,134.0
13,3086,6283.24,4,0.0,237.3846153846154
1,336,223.98,400,0.0,336.0
8,393,885.2,148,11.76470588235294,49.125
8,1673,4455.93,138,1.1494252873563218,209.125
8,1098,4329.5,127,5.660377358490567,137.25
3,-1,-10953.5,625,66.66666666666666,-0.3333333333333333
8,668,1301.44,7,3.8461538461538463,83.5
4,420,486.64,16,0.0,105.0
103,20893,33951.65,3,4.946100190234623,202.84466019417476
1,370,405.38,160,0.0,370.0
3,230,770.42,63,0.0,76.66666666666667
14,1412,2423.15,87,2.631578947368421,100.85714285714286
3,649,729.33,4,0.0,216.33333333333334
4,754,1523.97,410,0.0,188.5
1,145,197.31,394,0.0,145.0
12,2899,4304.89,34,0.0,241.58333333333334
2,36,105.1,121,11.11111111111111,18.0
4,250,409.90000000000003,77,7.4074074074074066,62.5
71,48345,71299.67,21,22.69503546099291,680.9154929577464
8,1609,1698.56,538,0.0,201.125
11,894,1576.88,23,1.3651877133105803,81.27272727272727
1,31,181.65,736,0.0,31.0
19,3170,4182.01,1,2.307692307692308,166.8421052631579
5,539,1012.9,16,1.5873015873015872,107.8
9,1983,3097.61,14,0.0,220.33333333333334
1,140,114.14,25,0.0,140.0
20,10328,25264.8,63,0.0,516.4
4,399,862.44,45,4.0,99.75
1,381,377.49,723,0.0,381.0
3,198,675.6,130,0.0,66.0
4,220,489.0,300,7.4074074074074066,55.0
2,289,604.51,35,0.0,144.5
2,446,900.11,287,0.0,223.0
1,149,324.45,436,0.0,149.0
11,1157,1407.29,143,5.825242718446602,105.18181818181819
10,1301,2306.18,15,1.574803149606299,130.1
28,8197,15391.0,30,1.3793103448275863,292.75
3,1380,1843.0,1,0.0,460.0
20,1650,3164.42,8,3.482587064676617,82.5
5,652,1382.84,5,1.25,130.4
2,364,828.8100000000001,9,0.0,182.0
1,83,162.45,638,0.0,83.0
14,3642,4734.26,0,1.639344262295082,260.14285714285717
4,340,521.89,305,0.0,85.0
21,4661,8628.42,3,2.0,221.95238095238096
2,118,467.34,399,0.0,59.0
2,108,133.35,483,11.11111111111111,54.0
4,1379,1322.0700000000002,413,0.0,344.75
1,180,211.99,378,0.0,180.0
2,129,266.39,6,0.0,64.5
14,1605,3146.9900000000002,7,3.867403314917127,114.64285714285714
1,56,132.24,436,0.0,56.0
1,282,769.8100000000001,88,0.0,282.0
1,75,160.18,9,0.0,75.0
5,717,2472.37,2,17.72151898734177,143.4
1,73,135.95,111,0.0,73.0
1,55,122.45,602,0.0,55.0
10,954,1453.6,6,0.0,95.4
120,12780,15214.550000000001,3,0.9732360097323601,106.5
6,829,1115.95,413,9.411764705882353,138.16666666666666
1,31,385.55,413,0.0,31.0
2,104,408.95,197,0.0,52.0
8,903,1993.99,429,5.084745762711865,112.875
8,2684,3156.38,211,0.0,335.5
4,128,513.88,155,0.0,32.0
6,1393,2496.07,384,0.6097560975609756,232.16666666666666
2,484,479.54,728,1.7543859649122806,242.0
26,1883,15909.390000000001,155,11.864406779661017,72.42307692307692
2,242,372.21999999999997,29,0.0,121.0
17,1665,2562.12,239,16.822429906542055,97.94117647058823
1,638,490.08,597,0.0,638.0
1,26,97.5,18,0.0,26.0
3,1413,1215.6200000000001,0,2.564102564102564,471.0
12,882,1998.3400000000001,402,27.659574468085108,73.5
6,583,1298.51,73,2.941176470588235,97.16666666666667
1,126,505.82,291,0.0,126.0
39,6764,12846.8,2,7.6190476190476195,173.43589743589743
7,480,955.5,30,0.0,68.57142857142857
3,483,764.82,22,0.0,161.0
1,21,93.35,724,0.0,21.0
10,648,1191.26,22,7.317073170731707,64.8
5,440,902.22,3,16.43835616438356,88.0
2,98,200.72,77,40.0,49.0
1,122,355.5,375,0.0,122.0
16,1163,2065.11,21,11.570247933884298,72.6875
4,1102,897.38,492,4.918032786885246,275.5
3,342,455.88,195,0.0,114.0
5,538,965.0,106,4.615384615384616,107.6
