Customer ID,TotalInvoices,TotalQuantity,TotalPrice,Recency,CancellationPercentage,AvgItemsPerOrder
12484,11,2123,4047.09,13,2.1645021645021645,193.0
12485,1,414,708.1,366,0.0,414.0
12486,1,523,1037.28,268,0.0,523.0
12487,2,144,259.8,567,33.33333333333333,72.0
12489,1,105,334.93,173,0.0,105.0
12490,15,3761,6080.49,9,0.38314176245210724,250.73333333333332
12492,1,252,452.0,240,0.0,252.0
12494,12,537,1231.16,33,16.666666666666664,44.75
12495,2,126,323.4,471,10.526315789473683,63.0
12496,2,30,45.34,457,0.0,15.0
12497,3,4448,5168.650000000001,237,2.272727272727273,1482.6666666666667
12499,1,302,393.72,397,0.0,302.0
12500,17,1670,3061.88,5,6.25,98.23529411764706
12501,2,1722,2089.68,152,6.875000000000001,861.0
12503,2,560,0.0,174,33.33333333333333,280.0
12504,2,368,297.0,254,0.0,184.0
12505,3,313,908.0,138,8.695652173913043,104.33333333333333
12507,2,581,985.41,135,0.0,290.5
12510,15,1959,3387.81,162,6.0,130.6
12511,2,1748,3065.77,251,2.0618556701030926,874.0
12514,2,840,1597.76,104,0.0,420.0
12515,1,131,383.7,190,0.0,131.0
12516,3,1422,1919.76,17,0.0,474.0
12519,2,205,354.35,301,8.333333333333332,102.5
12523,21,1646,2955.67,89,6.832298136645963,78.38095238095238
12524,15,5597,9439.02,41,1.7543859649122806,373.1333333333333
12525,8,487,835.1800000000001,327,22.07792207792208,60.875
12527,4,513,671.72,131,0.0,128.25
12529,2,190,311.78000000000003,359,8.695652173913043,95.0
12530,9,2125,2871.23,70,1.8691588785046727,236.11111111111111
12531,2,1059,1773.83,517,5.172413793103448,529.5
12533,6,568,1149.99,455,20.0,94.66666666666667
12537,1,449,732.94,245,0.0,449.0
12538,1,145,276.5,215,0.0,145.0
12539,7,4088,8448.24,99,0.23923444976076555,584.0
12540,25,7334,15235.07,23,0.5780346820809248,293.36
12542,4,514,423.38,320,13.333333333333334,128.5
12543,1,688,980.25,285,0.0,688.0
12547,3,309,383.58,34,0.0,103.0
12549,6,1366,1575.68,412,0.0,227.66666666666666
12551,1,100,168.0,194,0.0,100.0
12553,11,1297,2594.89,41,2.2988505747126435,117.9090909090909
12554,1,240,468.5,285,0.0,240.0
12555,1,1,129.23,519,0.0,1.0
12557,6,3956,10959.800000000001,93,0.0,659.3333333333334
12559,3,281,536.21,147,0.0,93.66666666666667
12562,4,1001,2140.41,13,0.0,250.25
12563,1,113,249.24,245,0.0,113.0
12567,14,3399,8157.26,16,1.0256410256410255,242.78571428571428
12568,1,48,70.0,481,0.0,48.0
12570,1,1,77.52,518,0.0,1.0
12573,5,479,717.41,64,0.0,95.8
12574,1,61,218.45000000000002,152,0.0,61.0
12575,2,315,622.82,294,0.0,157.5
12576,7,830,1198.54,55,6.896551724137931,118.57142857142857
12577,6,856,1186.3899999999999,196,0.0,142.66666666666666
12578,6,1886,3386.6,153,6.569343065693431,314.3333333333333
12580,2,569,1052.9,83,0.0,284.5
12582,4,985,1980.4,75,0.0,246.25
12583,21,6565,9943.57,8,0.4132231404958678,312.6190476190476
12585,4,1258,1982.81,71,12.162162162162163,314.5
12586,4,606,1848.73,205,1.1904761904761905,151.5
12588,4,381,724.0799999999999,236,5.263157894736842,95.25
12589,9,1063,2447.49,250,18.07909604519774,118.11111111111111
12590,5,4277,9853.48,27,100.0,855.4
12591,3,653,1338.95,154,0.0,217.66666666666666
12592,7,1747,946.82,50,4.545454545454546,249.57142857142858
12594,14,1885,3514.2400000000002,20,2.1052631578947367,134.64285714285714
12595,1,271,299.02,341,0.0,271.0
12598,10,1562,2677.33,57,5.128205128205128,156.2
12599,10,1770,1862.28,1,0.0,177.0
12600,22,936,3596.21,41,8.75,42.54545454545455
12601,7,289,673.76,26,0.0,41.285714285714285
12605,5,925,1225.45,202,3.79746835443038,185.0
12606,1,1,21.0,519,0.0,1.0
12608,1,323,415.79,241,0.0,323.0
12609,9,1422,3091.7400000000002,23,0.7575757575757576,158.0
12613,11,3200,4817.36,34,5.46448087431694,290.90909090909093
12615,8,2332,3908.43,5,4.624277456647398,291.5
12616,5,298,617.5,89,4.3478260869565215,59.6
12619,3,652,771.8,71,0.0,217.33333333333334
12621,35,10514,18520.05,9,3.0211480362537766,300.4
12623,9,1965,3639.84,113,1.2738853503184715,218.33333333333334
12625,5,3274,5095.38,48,0.0,654.8
12626,4,426,1166.55,148,9.230769230769232,106.5
12629,2,722,1558.22,222,0.0,361.0
12631,6,1357,2811.77,268,1.935483870967742,226.16666666666666
12632,4,668,738.88,357,7.894736842105263,167.0
12633,8,2976,5160.78,23,2.380952380952381,372.0
12634,2,337,490.0,372,0.0,168.5
12635,2,777,1241.23,229,0.0,388.5
12636,1,1,141.0,575,0.0,1.0
12637,10,2334,4599.41,76,0.9771986970684038,233.4
12638,1,86,249.8,476,0.0,86.0
12639,3,631,1312.3700000000001,75,0.0,210.33333333333334
12643,13,3658,6633.08,9,12.121212121212121,281.38461538461536
12644,5,676,1337.63,267,13.043478260869565,135.2
12645,7,1492,2542.62,56,1.9047619047619049,213.14285714285714
12647,40,5890,15293.48,36,3.9301310043668125,147.25
12648,4,354,778.95,271,2.2222222222222223,88.5
12649,8,1560,2009.99,49,4.395604395604396,195.0
12651,5,262,365.3,171,6.25,52.4
12652,3,533,1011.58,158,5.555555555555555,177.66666666666666
12653,2,1048,2730.08,133,0.0,524.0
12655,1,80,261.35,260,0.0,80.0
12656,7,1803,3959.41,40,1.6260162601626018,257.57142857142856
12661,1,216,162.0,272,0.0,216.0
12662,16,2373,4675.99,24,1.675977653631285,148.3125
12663,3,169,204.0,461,9.090909090909092,56.333333333333336
12664,4,609,2491.74,69,0.0,152.25
12665,5,157,301.45,161,19.047619047619047,31.4
12666,2,314,1020.98,196,6.0606060606060606,157.0
12668,10,4725,10465.550000000001,85,0.0,472.5
12670,4,718,1790.63,36,0.0,179.5
12671,1,1460,2622.481,443,0.0,1460.0
12672,3,131,410.5,166,12.0,43.666666666666664
12673,2,520,840.4,163,0.0,260.0
12675,4,334,933.55,390,1.7543859649122806,83.5
12676,9,1606,2270.65,26,1.5873015873015872,178.44444444444446
12677,3,174,389.3,392,8.695652173913043,58.0
12678,17,15017,22114.03,12,1.36986301369863,883.3529411764706
12681,45,14240,24552.99,24,2.272727272727273,316.44444444444446
12682,35,7495,16644.68,14,0.5385996409335727,214.14285714285714
12683,20,5098,8149.61,21,1.8018018018018018,254.9
12686,1,107,89.14,208,0.0,107.0
12687,2,1403,2138.91,317,0.0,701.5
12691,4,202,540.8,155,0.0,50.5
12692,1,36,110.95,474,0.0,36.0
12693,9,491,1425.23,48,3.9215686274509802,54.55555555555556
12694,3,1167,1409.28,19,2.127659574468085,389.0
12695,4,267,914.27,47,0.0,66.75
12696,3,563,801.15,271,2.0,187.66666666666666
12698,1,111,339.75,427,0.0,111.0
12699,1,373,638.11,254,0.0,373.0
12701,5,1295,1985.78,79,0.0,259.0
12703,5,378,617.48,470,14.516129032258066,75.6
12705,13,4853,7862.41,13,4.220779220779221,373.3076923076923
12706,1,-1,-91.89,519,100.0,-1.0
12708,24,1932,3848.4500000000003,9,4.972375690607735,80.5
12709,40,11757,25148.989999999998,27,13.27683615819209,293.925
12711,2,770,1339.05,448,0.0,385.0
12712,23,1813,5045.53,19,5.521472392638037,78.82608695652173
12714,10,7173,11660.03,16,0.0,717.3
12717,2,356,887.6700000000001,82,0.0,178.0
12720,25,3335,4455.96,6,10.526315789473683,133.4
12721,8,1810,2976.61,19,11.428571428571429,226.25
12724,5,1112,1566.47,10,0.0,222.4
12725,4,1142,2266.76,208,0.0,285.5
12726,9,3417,2872.8199999999997,21,0.0,379.6666666666667
12727,10,2329,4466.2300000000005,24,0.0,232.9
12728,4,380,851.15,94,0.0,95.0
12730,1,234,829.25,358,0.0,234.0
12731,13,7744,16383.47,12,0.0,595.6923076923077
12733,6,885,2326.82,71,3.571428571428571,147.5
12734,3,265,639.65,189,0.0,88.33333333333333
12735,2,368,779.5699999999999,152,0.0,184.0
12736,1,173,234.0,169,0.0,173.0
12737,2,2,3710.5,335,0.0,1.0
12738,1,148,155.35,208,0.0,148.0
12739,2,465,1713.69,222,0.0,232.5
12741,2,214,406.07,366,0.0,107.0
12742,2,1349,1185.02,436,1.4705882352941175,674.5
12744,10,4228,8209.58,85,0.0,422.8
12745,3,468,925.41,323,0.0,156.0
12746,3,91,230.85,364,15.0,30.333333333333332
12747,28,2140,7058.22,1,4.597701149425287,76.42857142857143
12748,246,18416,29659.6,1,1.0763888888888888,74.86178861788618
12749,10,1097,3242.39,36,16.766467065868262,109.7
12751,1,189,268.27,281,0.0,189.0
12753,7,6908,12701.85,64,7.6923076923076925,986.8571428571429
12755,22,1033,2611.9500000000003,86,45.94594594594595,46.95454545454545
12758,7,5065,8557.6,113,1.8181818181818181,723.5714285714286
12759,7,2930,4571.82,8,0.0,418.57142857142856
12760,1,198,347.8,292,0.0,198.0
12761,2,281,782.95,294,0.0,140.5
12763,1,196,320.08,206,0.0,196.0
12764,1,386,1693.88,153,0.0,386.0
12765,6,1009,1404.58,309,0.0,168.16666666666666
12766,8,3227,5903.22,77,2.1739130434782608,403.375
12767,1,598,949.82,212,0.0,598.0
12768,2,0,0.0,268,50.0,0.0
12770,7,1771,2975.95,47,36.0,253.0
12771,2,100,262.5,301,6.25,50.0
12773,2,0,1.7763568394002505e-15,400,50.0,0.0
12774,1,53,98.7,372,0.0,53.0
12775,7,922,1429.96,26,0.0,131.71428571428572
12776,1,46,55.5,504,0.0,46.0
12777,1,458,519.45,294,0.0,458.0
12778,7,1368,1445.51,20,0.0,195.42857142857142
12779,19,2701,5196.01,26,4.968944099378882,142.1578947368421
12780,1,285,337.4,435,0.0,285.0
12782,12,1503,3758.07,90,7.368421052631578,125.25
12784,1,582,1230.33,366,0.0,582.0
12785,4,450,1085.55,201,1.7543859649122806,112.5
12786,1,324,728.5000000000001,446,0.0,324.0
12787,3,313,553.62,29,4.0,104.33333333333333
12788,4,194,444.90000000000003,300,0.0,48.5
12789,2,32,181.5,349,0.0,16.0
12790,3,300,563.45,29,15.789473684210526,100.0
12791,8,351,585.1500000000001,210,6.666666666666667,43.875
12792,3,393,813.88,93,4.3478260869565215,131.0
12793,3,461,885.53,171,0.0,153.66666666666666
12796,1,182,381.0,465,0.0,182.0
12797,6,172,471.43,197,16.666666666666664,28.666666666666668
12798,2,5455,3140.9300000000003,7,0.0,2727.5
12799,1,137,219.35,366,0.0,137.0
12800,3,284,584.25,307,0.0,94.66666666666667
12801,2,504,1031.8700000000001,314,1.9607843137254901,252.0
12802,9,1954,2350.42,20,0.8771929824561403,217.11111111111111
12803,1,872,1092.81,230,0.0,872.0
12804,2,270,325.37,302,0.0,135.0
12805,4,593,1434.95,218,0.0,148.25
12806,4,2087,2878.96,272,0.0,521.75
12807,3,120,269.95,219,11.11111111111111,40.0
12808,4,242,574.4,21,0.0,60.5
12809,8,508,1705.34,5,11.11111111111111,63.5
12810,2,389,534.99,371,0.0,194.5
12811,5,435,1033.9,97,0.0,87.0
12813,3,1141,1687.8,338,0.0,380.3333333333333
12817,3,219,690.98,118,0.0,73.0
12819,1,344,540.52,295,0.0,344.0
12820,10,1350,1876.06,163,2.631578947368421,135.0
12821,2,162,220.8,51,0.0,81.0
12823,16,830,5736.5,91,0.0,51.875
12825,2,139,518.63,358,0.0,69.5
12826,12,1572,2117.59,5,1.7094017094017095,131.0
12829,4,549,345.35,159,5.0,137.25
12831,3,303,451.11,99,0.0,101.0
12835,49,2335,5972.19,255,1.6,47.6530612244898
12836,15,1868,5571.62,56,1.6597510373443984,124.53333333333333
12837,2,194,662.66,10,0.0,97.0
12838,11,1472,2672.3,210,1.3377926421404682,133.8181818181818
12839,21,3791,5638.67,20,2.807017543859649,180.52380952380952
12840,10,1892,3437.87,19,3.076923076923077,189.2
12841,29,3593,5101.83,17,0.3048780487804878,123.89655172413794
12842,3,497,1109.73,145,0.0,165.66666666666666
12843,32,2804,6036.31,5,3.3333333333333335,87.625
12844,2,98,322.64,279,0.0,49.0
12846,1,1,15.58,519,0.0,1.0
12847,1,624,765.36,224,0.0,624.0
12848,1,58,208.0,512,0.0,58.0
12849,5,1747,2701.03,105,0.0,349.4
12850,1,200,330.0,282,0.0,200.0
12851,1,51,148.95,314,0.0,51.0
12853,12,1177,2709.4,51,3.225806451612903,98.08333333333333
12854,10,1405,2393.44,78,3.6269430051813467,140.5
12855,4,240,612.84,209,0.0,60.0
12857,7,1419,3684.25,47,1.3157894736842104,202.71428571428572
12858,2,50,121.08,220,2.631578947368421,25.0
12859,1,292,575.1,295,0.0,292.0
12860,1,26,54.22,530,0.0,26.0
12861,1,27,68.25,456,0.0,27.0
12862,2,611,984.62,262,0.0,305.5
12863,6,705,2254.35,35,0.0,117.5
12864,1,231,152.45,344,0.0,231.0
12865,3,1000,1735.08,196,0.9900990099009901,333.3333333333333
12866,3,553,1227.35,120,0.0,184.33333333333334
12867,12,6181,6154.97,2,0.6968641114982579,515.0833333333334
12868,8,1170,2043.76,22,0.0,146.25
12869,1,144,337.66999999999996,518,0.0,144.0
12870,4,904,1662.05,203,2.1052631578947367,226.0
12871,2,364,495.38,44,0.0,182.0
12872,13,1639,3276.81,163,0.5050505050505051,126.07692307692308
12873,3,786,2027.3,119,0.0,262.0
12874,3,611,933.42,222,2.0408163265306123,203.66666666666666
12875,4,4896,1307.5200000000002,199,0.0,1224.0
12876,4,1749,2577.0,33,1.1627906976744187,437.25
12877,16,1624,2365.2000000000003,14,0.0,101.5
12880,2,279,640.13,218,0.0,139.5
12887,1,100,222.4,220,0.0,100.0
12889,6,120,365.66,218,7.4074074074074066,20.0
12890,1,201,329.3,224,0.0,201.0
12891,12,2275,819.5,22,11.11111111111111,189.58333333333334
12892,1,140,263.38,233,0.0,140.0
12894,1,33,157.35,412,0.0,33.0
12896,1,-5,-29.75,567,100.0,-5.0
12897,4,249,514.25,41,0.0,62.25
12898,2,235,296.21,300,0.0,117.5
12899,1,108,366.4,250,0.0,108.0
12900,1,139,340.33000000000004,259,0.0,139.0
12903,1,493,833.5300000000001,265,0.0,493.0
12905,3,528,1011.82,413,1.8181818181818181,176.0
12907,3,164,440.36,232,13.793103448275861,54.666666666666664
12908,6,2400,1386.0,13,0.0,400.0
12909,10,1441,2391.86,28,6.944444444444445,144.1
12910,9,2564,3814.48,34,1.5873015873015872,284.8888888888889
12911,1,807,1651.72,388,0.0,807.0
12913,11,2012,4666.0,119,0.0,182.9090909090909
12914,1,336,223.98,237,0.0,336.0
12915,7,341,721.2,209,13.559322033898304,48.714285714285715
12916,7,1410,3762.56,38,0.0,201.42857142857142
12917,7,978,3735.5,237,5.88235294117647,139.71428571428572
12918,3,-1,-10953.5,463,66.66666666666666,-0.3333333333333333
12920,3,292,323.86,408,0.0,97.33333333333333
12921,77,15233,23502.93,21,6.368715083798883,197.83116883116884
12923,2,162,597.6,227,0.0,81.0
12924,13,1216,2144.72,35,2.127659574468085,93.53846153846153
12925,1,108,35.28,429,0.0,108.0
12926,4,754,1523.97,248,0.0,188.5
12927,1,145,197.31,231,0.0,145.0
12928,9,1913,3022.23,78,0.0,212.55555555555554
12931,59,28038,41675.56,40,24.175824175824175,475.22033898305085
12932,8,1609,1698.56,376,0.0,201.125
12933,10,773,1326.84,8,1.6129032258064515,77.3
12934,1,31,181.65,573,0.0,31.0
12935,14,1945,2887.54,34,3.1847133757961785,138.92857142857142
12937,7,1244,2021.57,34,0.0,177.71428571428572
12939,15,8276,20911.32,110,0.0,551.7333333333333
12941,1,381,377.49,561,0.0,381.0
12942,2,104,396.52000000000004,34,0.0,52.0
12943,4,220,489.0,138,3.8461538461538463,55.0
12944,1,145,286.95,191,0.0,145.0
12945,2,446,900.11,125,0.0,223.0
12946,1,149,324.45,273,0.0,149.0
12947,10,1073,1182.99,7,8.333333333333332,107.3
12948,5,612,1138.74,51,0.0,122.4
12949,23,7095,13474.48,43,1.185770750988142,308.4782608695652
12951,19,1478,2852.13,0,3.205128205128205,77.78947368421052
12953,1,280,498.96,359,0.0,280.0
12954,1,83,162.45,475,0.0,83.0
12956,4,340,521.89,143,0.0,85.0
12957,15,3367,6348.82,23,2.0905923344947737,224.46666666666667
12958,2,118,467.34,237,0.0,59.0
12959,2,108,133.35,320,11.11111111111111,54.0
12960,4,1379,1322.0700000000002,250,0.0,344.75
12961,1,180,211.99,216,0.0,180.0
12963,7,896,1656.16,135,5.9405940594059405,128.0
12964,1,56,132.24,273,0.0,56.0
12967,4,911,2908.57,138,0.0,227.75
12969,1,55,122.45,439,0.0,55.0
12970,8,694,1071.93,159,0.0,86.75
12971,78,7438,9460.43,5,2.0408163265306123,95.35897435897436
12972,6,829,1115.95,250,9.411764705882353,138.16666666666666
12973,1,31,385.55,250,0.0,31.0
12974,2,104,408.95,34,0.0,52.0
12975,8,903,1993.99,266,5.084745762711865,112.875
12976,8,2684,3156.38,48,0.0,335.5
12977,3,116,474.64,338,0.0,38.666666666666664
12978,6,1393,2496.07,222,0.6097560975609756,232.16666666666666
12979,2,484,479.54,566,1.7543859649122806,242.0
12980,24,1863,15210.39,13,9.75609756097561,77.625
12982,17,1665,2562.12,76,16.666666666666664,97.94117647058823
12983,1,638,490.08,435,0.0,638.0
12986,12,882,1998.3400000000001,239,27.659574468085108,73.5
12987,5,472,1044.1100000000001,28,0.0,94.4
12989,29,5316,9313.93,37,10.256410256410255,183.31034482758622
12990,6,410,809.9,22,0.0,68.33333333333333
12991,1,78,261.06,226,0.0,78.0
12992,1,21,93.35,561,0.0,21.0
12993,8,500,951.8,44,10.909090909090908,62.5
12996,1,122,355.5,212,0.0,122.0
12997,13,802,1450.44,70,12.5,61.69230769230769
12998,4,1102,897.38,329,4.918032786885246,275.5
13000,4,466,888.6800000000001,96,6.666666666666667,116.5
13001,34,12406,22033.13,21,0.27932960893854747,364.88235294117646
13002,3,201,414.13,155,0.0,67.0
13004,37,6432,8642.54,5,7.115384615384615,173.83783783783784
13005,6,455,935.03,10,3.225806451612903,75.83333333333333
13007,1,59,175.25,416,0.0,59.0
13008,7,312,543.28,160,10.256410256410255,44.57142857142857
13009,1,120,234.0,509,0.0,120.0
13010,2,323,330.12,211,0.0,161.5
13011,1,13,50.550000000000004,208,0.0,13.0
13012,9,886,1651.73,16,4.411764705882353,98.44444444444444
13013,20,4671,8658.78,49,0.0,233.55
13014,10,1573,3583.93,1,2.5423728813559325,157.3
13015,13,2551,4882.4800000000005,34,5.46448087431694,196.23076923076923
13018,21,4074,6318.01,16,1.3605442176870748,194.0
13019,8,395,1212.95,216,3.508771929824561,49.375
13020,5,271,606.96,385,7.142857142857142,54.2
13021,18,1698,3347.7000000000003,3,4.316546762589928,94.33333333333333
13022,1,35,65.3,266,0.0,35.0
13023,1,299,759.13,365,0.0,299.0
13024,3,174,535.42,301,8.823529411764707,58.0
13025,1,241,323.39,568,0.0,241.0
13026,7,1193,997.69,57,2.3255813953488373,170.42857142857142
13027,20,34917,13980.0,70,5.797101449275362,1745.85
13029,3,90,1062.3,190,0.0,30.0
13030,1,174,402.36,205,0.0,174.0
13031,5,2309,3292.84,244,0.0,461.8
13032,8,895,1793.48,229,2.158273381294964,111.875
13033,2,98,220.55,194,0.0,49.0
13034,2,153,279.91,206,0.0,76.5
13035,2,494,775.32,97,0.0,247.0
13036,1,38,307.1,521,0.0,38.0
13037,15,1968,3538.8,56,4.66321243523316,131.2
13039,4,290,1010.73,420,0.0,72.5
13041,4,335,799.13,287,0.0,83.75
13042,4,807,1454.84,421,0.5405405405405406,201.75
13044,13,2546,4818.35,128,0.5194805194805194,195.84615384615384
13045,2,184,503.64,238,0.0,92.0
13046,2,317,517.66,103,0.0,158.5
13047,34,2749,7223.22,10,8.60655737704918,80.8529411764706
13048,10,2081,3134.09,75,2.2988505747126435,208.1
13049,4,416,881.24,155,9.523809523809524,104.0
13050,45,5251,9143.15,22,3.3333333333333335,116.68888888888888
13051,2,72,155.8,415,0.0,36.0
13052,7,1424,3119.33,49,0.0,203.42857142857142
13053,1,47,127.65,458,0.0,47.0
13054,1,-1,-14.0,519,100.0,-1.0
13055,3,1166,1435.41,50,2.5,388.6666666666667
13056,1,158,209.48,388,0.0,158.0
13057,4,443,528.24,367,4.761904761904762,110.75
13059,12,855,2261.2200000000003,86,1.5544041450777202,71.25
13063,1,116,188.4,317,0.0,116.0
13064,3,214,764.55,164,0.0,71.33333333333333
13065,6,380,1050.1000000000001,209,1.5873015873015872,63.333333333333336
13067,2,99,393.05,246,0.0,49.5
13068,1,100,165.0,156,0.0,100.0
13069,33,11640,7126.56,17,0.273972602739726,352.72727272727275
13070,5,368,743.9,29,7.6923076923076925,73.6
13071,1,30,129.22,449,0.0,30.0
13073,2,261,418.08,248,0.0,130.5
13074,5,824,1362.8400000000001,347,3.3333333333333335,164.8
13076,1,44,135.4,294,0.0,44.0
13077,13,2151,2564.32,127,2.9166666666666665,165.46153846153845
13078,72,8059,21057.69,0,6.74373795761079,111.93055555555556
13079,1,96,199.08,254,0.0,96.0
13080,5,191,260.83,16,7.142857142857142,38.2
13081,34,30277,42195.95,40,3.5392535392535396,890.5
13082,23,7047,5900.82,13,4.545454545454546,306.39130434782606
13083,1,120,91.67999999999999,262,0.0,120.0
13084,2,137,116.44999999999999,324,50.0,68.5
13085,9,791,1321.48,62,1.5873015873015872,87.88888888888889
13086,1,155,439.33000000000004,219,0.0,155.0
13087,1,86,313.64,563,0.0,86.0
13088,1,76,236.11,254,0.0,76.0
13089,200,43714,82902.43000000001,6,2.1810250817884405,218.57
13090,22,1865,7840.13,12,2.9850746268656714,84.77272727272727
13091,4,-1535,-450.03999999999996,566,75.51020408163265,-383.75
13092,14,417,1969.25,48,9.375,29.785714285714285
13093,88,25799,53274.33,103,5.363984674329502,293.17045454545456
13094,13,954,1156.74,19,0.0,73.38461538461539
13096,1,6,419.7000000000001,231,0.0,6.0
13097,35,4615,10836.0,10,1.7027863777089782,131.85714285714286
13098,19,5411,9399.13,6,42.857142857142854,284.7894736842105
13100,1,-1,-1598.67,461,100.0,-1.0
13101,4,478,695.4,71,0.0,119.5
13102,34,4779,8704.81,10,2.7450980392156863,140.55882352941177
13103,2,344,465.70000000000005,274,0.0,172.0
13104,5,462,824.3399999999999,104,0.0,92.4
13105,1,100,72.0,273,0.0,100.0
13106,1,213,526.96,250,0.0,213.0
13107,13,3778,4513.22,12,7.236842105263158,290.61538461538464
13108,2,745,748.46,209,0.0,372.5
13109,2,236,340.74,386,4.166666666666666,118.0
