Customer ID,TotalInvoices,TotalQuantity,TotalPrice,AvgItemsPerOrder
12581,1,161,197.71,161.0
12582,4,985,1980.4,246.25
12583,31,8483,13489.04,273.64516129032256
12584,18,354,1893.95,19.666666666666668
12585,4,1258,1982.81,314.5
12586,5,685,2045.67,137.0
12587,1,51,144.0,51.0
12588,5,434,938.98,86.8
12589,11,1369,3094.17,124.45454545454545
12590,5,4277,9853.48,855.4
12591,3,653,1338.95,217.66666666666666
12592,8,1872,1152.62,234.0
12593,3,206,418.1,68.66666666666667
12594,17,2743,5044.51,161.35294117647058
12595,1,271,299.02,271.0
12596,2,474,618.27,237.0
12597,5,2187,3683.13,437.4
12598,15,2840,4414.67,189.33333333333334
12599,13,2189,2296.72,168.3846153846154
12600,26,1374,4879.29,52.84615384615385
12601,7,289,673.76,41.285714285714285
12602,1,162,153.12,162.0
12603,1,63,739.1999999999999,63.0
12604,2,201,254.18,100.5
12605,5,925,1225.45,185.0
12606,1,1,21.0,1.0
12607,2,0,7.105427357601002e-15,0.0
12608,1,323,415.79,323.0
12609,10,1552,3417.86,155.2
12610,7,1028,2057.99,146.85714285714286
12611,1,846,1193.32,846.0
12612,2,251,643.59,125.5
12613,13,4037,6573.82,310.53846153846155
12614,1,76,315.6,76.0
12615,11,3295,5564.88,299.54545454545456
12616,7,481,1045.35,68.71428571428571
12617,1,210,352.98,210.0
12618,1,96,177.31,96.0
12619,14,3494,3354.95,249.57142857142858
12620,3,1181,1339.41,393.6666666666667
12621,44,13648,24114.7,310.1818181818182
12622,1,69,180.1,69.0
12623,9,1965,3639.84,218.33333333333334
12624,2,355,641.13,177.5
12625,5,3274,5095.38,654.8
12626,13,3350,6388.35,257.6923076923077
12627,7,2752,4478.53,393.14285714285717
12628,4,445,769.61,111.25
12629,2,722,1558.22,361.0
12630,2,548,1270.88,274.0
12631,7,1593,3452.27,227.57142857142858
12632,4,668,738.88,167.0
12633,10,3207,5595.21,320.7
12634,2,337,490.0,168.5
12635,4,1949,2930.41,487.25
12636,1,1,141.0,1.0
12637,14,4245,8215.16,303.2142857142857
12638,2,663,921.49,331.5
12639,3,631,1312.3700000000001,210.33333333333334
12640,3,311,1174.58,103.66666666666667
12641,1,72,185.9,72.0
12642,3,552,1013.26,184.0
12643,14,4357,7835.3,311.2142857142857
12644,6,1001,1815.54,166.83333333333334
12645,10,2089,3499.1,208.9
12646,2,897,1346.97,448.5
12647,45,6559,16713.99,145.75555555555556
12648,5,514,1097.0,102.8
12649,10,1942,2258.5,194.2
12650,1,254,314.44,254.0
12651,5,262,365.3,52.4
12652,3,533,1011.58,177.66666666666666
12653,3,1681,4160.83,560.3333333333334
12654,5,264,601.98,52.8
12655,1,80,261.35,80.0
12656,12,2841,6320.78,236.75
12657,5,654,1152.06,130.8
12658,1,320,686.05,320.0
12659,1,105,91.68,105.0
12660,1,127,245.10000000000002,127.0
12661,1,216,162.0,216.0
12662,22,3403,6687.6900000000005,154.6818181818182
12663,3,169,204.0,56.333333333333336
12664,12,1494,6052.04,124.5
12665,5,157,301.45,31.4
12666,2,314,1020.98,157.0
12667,1,395,620.13,395.0
12668,12,5010,11319.06,417.5
12669,4,1114,1607.73,278.5
12670,8,1621,3750.3900000000003,202.625
12671,1,1460,2622.481,1460.0
12672,3,131,410.5,43.666666666666664
12673,3,700,1230.02,233.33333333333334
12674,7,1103,1922.26,157.57142857142858
12675,4,334,933.55,83.5
12676,12,1865,2773.09,155.41666666666666
12677,3,174,389.3,58.0
12678,23,22233,33851.13,966.6521739130435
12679,9,530,1058.67,58.888888888888886
12680,4,444,880.81,111.0
12681,56,16915,29518.24,302.05357142857144
12682,53,10513,22862.12,198.35849056603774
12683,27,6933,11355.52,256.77777777777777
12684,7,1985,2283.63,283.57142857142856
12685,6,1523,2863.08,253.83333333333334
12686,1,107,89.14,107.0
12687,2,1403,2138.91,701.5
12688,1,3028,4873.81,3028.0
12689,2,628,1247.6100000000001,314.0
12690,1,106,389.01,106.0
12691,7,445,1170.4,63.57142857142857
12692,1,36,110.95,36.0
12693,11,524,1640.42,47.63636363636363
12694,4,1353,1839.45,338.25
12695,7,454,1407.1200000000001,64.85714285714286
12696,3,563,801.15,187.66666666666666
12697,5,499,939.02,99.8
12698,1,111,339.75,111.0
12699,1,373,638.11,373.0
12700,6,2963,4867.99,493.8333333333333
12701,6,1727,2446.41,287.8333333333333
12702,1,53,219.0,53.0
12703,7,539,892.1800000000001,77.0
12704,10,1003,2220.84,100.3
12705,22,7108,11554.0,323.09090909090907
12706,1,-1,-91.89,-1.0
12707,1,256,603.42,256.0
12708,30,2377,4921.72,79.23333333333333
12709,55,13565,29511.03,246.63636363636363
12710,4,849,1130.57,212.25
12711,2,770,1339.05,385.0
12712,28,2160,6521.78,77.14285714285714
12713,1,508,848.55,508.0
12714,12,8774,14093.710000000001,731.1666666666666
12715,1,192,343.36,192.0
12716,2,708,1053.49,354.0
12717,4,599,1258.91,149.75
12718,1,203,238.25,203.0
12719,3,361,608.1,120.33333333333333
12720,41,5941,7574.49,144.90243902439025
12721,10,2636,3933.83,263.6
12722,6,560,904.33,93.33333333333333
12723,5,434,725.07,86.8
12724,7,1379,2317.52,197.0
12725,4,1142,2266.76,285.5
12726,11,4618,4014.6,419.8181818181818
12727,12,2819,5646.53,234.91666666666666
12728,5,543,1070.17,108.6
12729,1,233,453.01,233.0
12730,1,234,829.25,234.0
12731,19,11570,25673.21,608.9473684210526
12732,1,111,236.26000000000002,111.0
12733,6,885,2326.82,147.5
12734,3,265,639.65,88.33333333333333
12735,2,368,779.5699999999999,184.0
12736,1,173,234.0,173.0
12737,2,2,3710.5,1.0
12738,1,148,155.35,148.0
12739,4,951,2726.73,237.75
12740,1,342,427.6,342.0
12741,2,214,406.07,107.0
12742,2,1349,1185.02,674.5
12743,2,315,540.13,157.5
12744,14,6987,13158.16,499.07142857142856
12745,3,468,925.41,156.0
12746,3,91,230.85,30.333333333333332
12747,32,2615,8786.53,81.71875
12748,364,35084,46933.33,96.38461538461539
12749,16,2271,6328.49,141.9375
12750,1,137,275.88,137.0
12751,1,189,268.27,189.0
12752,1,2262,4366.78,2262.0
12753,11,11250,21024.01,1022.7272727272727
12754,5,6479,2949.12,1295.8
12755,22,1033,2611.9500000000003,46.95454545454545
12756,1,144,112.08,144.0
12757,19,2378,4205.25,125.15789473684211
12758,8,6091,9779.0,761.375
12759,8,3202,5020.74,400.25
12760,1,198,347.8,198.0
12761,2,281,782.95,140.5
12762,2,1227,1898.52,613.5
12763,2,316,494.08,158.0
12764,1,386,1693.88,386.0
12765,6,1009,1404.58,168.16666666666666
12766,11,5003,8877.14,454.8181818181818
12767,1,598,949.82,598.0
12768,2,0,0.0,0.0
12769,1,356,1143.6,356.0
12770,7,1771,2975.95,253.0
12771,2,100,262.5,50.0
12772,1,556,892.47,556.0
12773,2,0,1.7763568394002505e-15,0.0
12774,1,53,98.7,53.0
12775,8,1059,1651.32,132.375
12776,1,46,55.5,46.0
12777,1,458,519.45,458.0
12778,10,1734,1757.68,173.4
12779,21,3332,6158.6,158.66666666666666
12780,1,285,337.4,285.0
12781,5,592,707.72,118.4
12782,14,1985,4526.04,141.78571428571428
12783,8,622,1603.87,77.75
12784,3,862,1763.15,287.3333333333333
12785,5,447,1079.31,89.4
12786,1,324,728.5000000000001,324.0
12787,5,509,859.1800000000001,101.8
12788,4,194,444.90000000000003,48.5
12789,3,36,273.35,12.0
12790,3,300,563.45,100.0
12791,8,351,585.1500000000001,43.875
12792,3,393,813.88,131.0
12793,3,461,885.53,153.66666666666666
12794,2,592,860.41,296.0
12795,1,68,430.48,68.0
12796,1,182,381.0,182.0
12797,6,172,471.43,28.666666666666668
12798,4,8455,8510.93,2113.75
12799,1,137,219.35,137.0
12800,3,284,584.25,94.66666666666667
12801,2,504,1031.8700000000001,252.0
12802,9,1954,2350.42,217.11111111111111
12803,1,872,1092.81,872.0
12804,2,270,325.37,135.0
12805,4,593,1434.95,148.25
12806,4,2087,2878.96,521.75
12807,3,120,269.95,40.0
12808,5,322,776.7,64.4
12809,8,508,1705.34,63.5
12810,2,389,534.99,194.5
12811,5,435,1033.9,87.0
12812,1,164,229.64000000000001,164.0
12813,3,1141,1687.8,380.3333333333333
12814,1,49,125.92,49.0
12815,2,379,1063.46,189.5
12816,2,128,572.2,64.0
12817,3,219,690.98,73.0
12818,2,923,1517.88,461.5
12819,1,344,540.52,344.0
12820,13,1926,2647.94,148.15384615384616
12821,2,162,220.8,81.0
12822,3,548,918.98,182.66666666666666
12823,18,930,6501.5,51.666666666666664
12824,1,232,397.12,232.0
12825,2,139,518.63,69.5
12826,15,1909,2773.69,127.26666666666667
12827,3,197,430.15,65.66666666666667
12828,6,494,1018.71,82.33333333333333
12829,4,549,345.35,137.25
12830,7,9847,6748.4,1406.7142857142858
12831,3,303,451.11,101.0
12832,2,195,383.03000000000003,97.5
12833,1,156,417.38,156.0
12834,1,110,312.38,110.0
12835,49,2335,5972.19,47.6530612244898
12836,17,2227,6520.58,131.0
12837,2,194,662.66,97.0
12838,12,1599,2953.46,133.25
12839,31,6483,9525.22,209.1290322580645
12840,11,2244,4013.87,204.0
12841,42,4933,6808.0,117.45238095238095
12842,4,887,1917.99,221.75
12843,34,2897,6340.56,85.20588235294117
12844,4,223,648.6,55.75
12845,4,204,354.09000000000003,51.0
12846,1,1,15.58,1.0
12847,2,1497,1609.0,748.5
12848,1,58,208.0,58.0
12849,6,1855,3042.4700000000003,309.1666666666667
12850,1,200,330.0,200.0
12851,2,157,280.76,78.5
12852,2,145,299.75,72.5
12853,16,1639,3728.5,102.4375
12854,11,1609,2899.32,146.27272727272728
12855,4,240,612.84,60.0
12856,8,1073,2153.53,134.125
12857,7,1419,3684.25,202.71428571428572
12858,2,50,121.08,25.0
12859,1,292,575.1,292.0
12860,1,26,54.22,26.0
12861,1,27,68.25,27.0
12862,2,611,984.62,305.5
12863,7,893,2775.55,127.57142857142857
12864,2,447,299.57,223.5
12865,5,1925,3303.31,385.0
12866,3,553,1227.35,184.33333333333334
12867,16,7852,7778.66,490.75
12868,8,1170,2043.76,146.25
12869,1,144,337.66999999999996,144.0
12870,4,904,1662.05,226.0
12871,3,484,744.02,161.33333333333334
12872,13,1639,3276.81,126.07692307692308
12873,3,786,2027.3,262.0
12874,3,611,933.42,203.66666666666666
12875,5,5187,1356.9900000000002,1037.4
12876,5,3039,4068.59,607.8
12877,20,2237,2942.14,111.85
12878,3,536,841.64,178.66666666666666
12879,4,363,552.57,90.75
12880,2,279,640.13,139.5
12881,1,21,298.0,21.0
12882,2,246,1463.04,123.0
12883,4,196,703.47,49.0
12884,1,43,309.05,43.0
12885,4,654,1158.27,163.5
12886,3,761,1351.09,253.66666666666666
12887,1,100,222.4,100.0
12888,4,68,313.77,17.0
12889,6,120,365.66,20.0
12890,2,457,706.02,228.5
12891,12,2275,819.5,189.58333333333334
12892,1,140,263.38,140.0
12893,1,90,176.55,90.0
12894,1,33,157.35,33.0
12895,3,204,347.3,68.0
12896,1,-5,-29.75,-5.0
12897,4,249,514.25,62.25
12898,2,235,296.21,117.5
12899,1,108,366.4,108.0
12900,1,139,340.33000000000004,139.0
12901,36,20915,16293.1,580.9722222222222
12902,1,66,138.68,66.0
12903,1,493,833.5300000000001,493.0
12904,2,294,496.06,147.0
12905,3,528,1011.82,176.0
12906,5,1749,2919.81,349.8
12907,3,164,440.36,54.666666666666664
12908,7,1800,1272.0,257.14285714285717
12909,13,1932,3034.77,148.6153846153846
12910,14,3602,5747.02,257.2857142857143
12911,1,807,1651.72,807.0
12912,5,670,1662.3,134.0
12913,13,3086,6283.24,237.3846153846154
12914,1,336,223.98,336.0
12915,8,393,885.2,49.125
12916,8,1673,4455.93,209.125
12917,8,1098,4329.5,137.25
12918,3,-1,-10953.5,-0.3333333333333333
12919,8,668,1301.44,83.5
12920,4,420,486.64,105.0
12921,103,20893,33951.65,202.84466019417476
12922,1,370,405.38,370.0
12923,3,230,770.42,76.66666666666667
12924,14,1412,2423.15,100.85714285714286
12925,3,649,729.33,216.33333333333334
12926,4,754,1523.97,188.5
12927,1,145,197.31,145.0
12928,12,2899,4304.89,241.58333333333334
12929,2,36,105.1,18.0
12930,4,250,409.90000000000003,62.5
12931,71,48345,71299.67,680.9154929577464
12932,8,1609,1698.56,201.125
12933,11,894,1576.88,81.27272727272727
12934,1,31,181.65,31.0
12935,19,3170,4182.01,166.8421052631579
12936,5,539,1012.9,107.8
12937,9,1983,3097.61,220.33333333333334
12938,1,140,114.14,140.0
12939,20,10328,25264.8,516.4
12940,4,399,862.44,99.75
12941,1,381,377.49,381.0
12942,3,198,675.6,66.0
12943,4,220,489.0,55.0
12944,2,289,604.51,144.5
12945,2,446,900.11,223.0
12946,1,149,324.45,149.0
12947,11,1157,1407.29,105.18181818181819
12948,10,1301,2306.18,130.1
12949,28,8197,15391.0,292.75
12950,3,1380,1843.0,460.0
12951,20,1650,3164.42,82.5
12952,5,652,1382.84,130.4
12953,2,364,828.8100000000001,182.0
12954,1,83,162.45,83.0
12955,14,3642,4734.26,260.14285714285717
12956,4,340,521.89,85.0
12957,21,4661,8628.42,221.95238095238096
12958,2,118,467.34,59.0
12959,2,108,133.35,54.0
12960,4,1379,1322.0700000000002,344.75
12961,1,180,211.99,180.0
12962,2,129,266.39,64.5
12963,14,1605,3146.9900000000002,114.64285714285714
12964,1,56,132.24,56.0
12965,1,282,769.8100000000001,282.0
12966,1,75,160.18,75.0
12967,5,717,2472.37,143.4
12968,1,73,135.95,73.0
12969,1,55,122.45,55.0
12970,10,954,1453.6,95.4
12971,120,12780,15214.550000000001,106.5
12972,6,829,1115.95,138.16666666666666
12973,1,31,385.55,31.0
12974,2,104,408.95,52.0
12975,8,903,1993.99,112.875
12976,8,2684,3156.38,335.5
12977,4,128,513.88,32.0
12978,6,1393,2496.07,232.16666666666666
12979,2,484,479.54,242.0
12980,26,1883,15909.390000000001,72.42307692307692
12981,2,242,372.21999999999997,121.0
12982,17,1665,2562.12,97.94117647058823
12983,1,638,490.08,638.0
12984,1,26,97.5,26.0
12985,3,1413,1215.6200000000001,471.0
12986,12,882,1998.3400000000001,73.5
12987,6,583,1298.51,97.16666666666667
12988,1,126,505.82,126.0
12989,39,6764,12846.8,173.43589743589743
12990,7,480,955.5,68.57142857142857
12991,3,483,764.82,161.0
12992,1,21,93.35,21.0
12993,10,648,1191.26,64.8
12994,5,440,902.22,88.0
12995,2,98,200.72,49.0
12996,1,122,355.5,122.0
12997,16,1163,2065.11,72.6875
12998,4,1102,897.38,275.5
12999,3,342,455.88,114.0
13000,5,538,965.0,107.6
13001,37,13427,24006.600000000002,362.8918918918919
13002,3,201,414.13,67.0
13003,3,103,149.05,34.333333333333336
13004,46,8442,11143.99,183.52173913043478
13005,6,455,935.03,75.83333333333333
13006,1,55,81.57,55.0
13007,1,59,175.25,59.0
13008,7,312,543.28,44.57142857142857
13009,1,120,234.0,120.0
13010,2,323,330.12,161.5
13011,1,13,50.550000000000004,13.0
13012,15,1389,2576.1800000000003,92.6
13013,31,5654,11073.48,182.38709677419354
13014,18,1948,5220.83,108.22222222222223
13015,14,3455,6459.08,246.78571428571428
13016,3,527,789.89,175.66666666666666
13017,1,48,204.0,48.0
13018,37,6741,9742.81,182.1891891891892
13019,8,395,1212.95,49.375
13020,5,271,606.96,54.2
13021,24,2520,4806.66,105.0
13022,1,35,65.3,35.0
13023,3,585,1449.03,195.0
13024,3,174,535.42,58.0
13025,1,241,323.39,241.0
13026,13,2431,1690.1200000000001,187.0
13027,23,42597,17052.0,1852.0434782608695
13028,3,796,659.68,265.3333333333333
13029,5,194,1927.3,38.8
13030,2,348,752.44,174.0
13031,5,2309,3292.84,461.8
13032,11,1262,2790.0,114.72727272727273
13033,2,98,220.55,49.0
13034,3,406,756.82,135.33333333333334
13035,4,909,1328.95,227.25
13036,1,38,307.1,38.0
13037,16,2105,3842.55,131.5625
13038,3,360,908.46,120.0
13039,4,290,1010.73,72.5
13040,2,355,676.99,177.5
13041,4,335,799.13,83.75
13042,4,807,1454.84,201.75
13043,2,251,471.57,125.5
13044,13,2546,4818.35,195.84615384615384
13045,3,405,808.9200000000001,135.0
13046,3,505,949.25,168.33333333333334
13047,42,3258,8100.09,77.57142857142857
13048,13,2648,4000.08,203.69230769230768
13049,5,606,1384.14,121.2
13050,57,6937,11464.43,121.70175438596492
13051,2,72,155.8,36.0
13052,7,1424,3119.33,203.42857142857142
13053,1,47,127.65,47.0
13054,1,-1,-14.0,-1.0
13055,6,1805,2292.51,300.8333333333333
13056,1,158,209.48,158.0
13057,4,443,528.24,110.75
13058,3,52,271.40000000000003,17.333333333333332
13059,12,855,2261.2200000000003,71.25
13060,1,123,307.53000000000003,123.0
13061,1,107,248.61,107.0
13062,1,343,346.98,343.0
13063,1,116,188.4,116.0
13064,6,668,1666.84,111.33333333333333
13065,6,380,1050.1000000000001,63.333333333333336
13066,3,320,430.9,106.66666666666667
13067,3,131,508.51,43.666666666666664
13068,2,200,344.0,100.0
13069,42,14463,8348.79,344.35714285714283
13070,5,368,743.9,73.6
13071,1,30,129.22,30.0
13072,1,69,177.15,69.0
13073,2,261,418.08,130.5
13074,5,824,1362.8400000000001,164.8
13075,1,485,919.61,485.0
13076,1,44,135.4,44.0
13077,14,2407,2716.15,171.92857142857142
13078,95,11872,28369.44,124.96842105263158
13079,6,158,419.18,26.333333333333332
13080,5,191,260.83,38.2
13081,44,39714,55961.37,902.5909090909091
13082,25,8413,7268.92,336.52
13083,3,307,395.43,102.33333333333333
13084,2,137,116.44999999999999,68.5
13085,10,835,1459.46,83.5
13086,1,155,439.33000000000004,155.0
13087,1,86,313.64,86.0
13088,1,76,236.11,76.0
13089,247,57941,109893.24,234.57894736842104
13090,30,3165,12759.93,105.5
13091,6,-1085,-130.21999999999997,-180.83333333333334
13092,15,601,2007.33,40.06666666666667
13093,88,25799,53274.33,293.17045454545456
13094,17,1722,1990.98,101.29411764705883
13095,1,144,74.39999999999999,144.0
13096,1,6,419.7000000000001,6.0
13097,40,5299,12796.61,132.475
13098,41,15911,28658.88,388.0731707317073
13099,1,288,207.36,288.0
13100,1,-1,-1598.67,-1.0
13101,4,478,695.4,119.5
13102,42,6300,11123.3,150.0
13103,3,426,709.64,142.0
13104,9,834,1709.1,92.66666666666667
13105,1,100,72.0,100.0
13106,3,227,586.46,75.66666666666667
13107,15,4255,5109.62,283.6666666666667
13108,2,745,748.46,372.5
13109,7,750,1107.58,107.14285714285714
13110,14,757,2896.17,54.07142857142857
13111,1,180,321.88000000000005,180.0
13112,3,-1,-5.440000000000004,-0.3333333333333333
13113,60,3936,16236.44,65.6
13114,1,74,234.38,74.0
13115,23,3897,5379.45,169.43478260869566
13116,2,290,485.19,145.0
13117,19,1850,2253.96,97.36842105263158
13118,12,811,2334.1,67.58333333333333
13119,1,110,134.9,110.0
13120,1,12,30.6,12.0
13121,2,227,254.73,113.5
13122,2,585,922.39,292.5
13123,2,268,506.75,134.0
13124,4,2738,4641.66,684.5
13125,1,53,148.62,53.0
13126,19,3261,3679.03,171.6315789473684
13127,1,127,259.17,127.0
13128,1,31,263.5,31.0
13129,2,296,233.25,148.0
13130,1,32,64.0,32.0
13131,8,1519,3279.77,189.875
13132,1,20,77.3,20.0
13133,3,55,200.45,18.333333333333332
13134,9,1349,2422.28,149.88888888888889
13135,2,4423,3371.45,2211.5
13136,24,3042,6097.900000000001,126.75
